,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
4734,2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12.0,362.0
4735,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16.0,414.0
4736,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.9,15.0,18.8,15.0,432.0
4737,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11.0,411.0
4738,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16.0,419.0
4739,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.1,15.0,18.9,15.0,435.0
4740,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,30.2,20.5,25.8,11.0,413.0
4741,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24.0,271.0
4742,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17.0,269.0
4743,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,292.0
4744,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17.0,270.0
4745,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20.0,324.0
4746,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22.0,290.0
4747,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16.0,285.0
4748,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13.0,22.0,299.0
4749,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16.0,277.0
4750,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20.0,329.0
4751,2014,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31.0,209.0
4752,2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12.0,24.0,276.0
4753,2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17.0,259.0
4754,2014,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28.0,230.0
4755,2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22.0,290.0
4756,2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17.0,272.0
4757,2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
4758,2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
4759,2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
4760,2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
4761,2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17.0,11.8,14.7,19.0,338.0
4762,2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14.0,322.0
4763,2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17.0,377.0
4764,2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13.0,354.0
4765,2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
4766,2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
4767,2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
4768,2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
4769,2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9.0,6.6,7.9,36.0,182.0
4770,2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35.0,186.0
4771,2014,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32.0,200.0
4772,2014,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11.0,6.8,9.1,31.0,209.0
4773,2014,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29.0,221.0
4774,2014,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13.0,8.4,10.9,26.0,251.0
4775,2014,HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,4.7,4.9,4.8,59.0,110.0
4776,2014,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6.0,7.0,40.0,161.0
4777,2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39.0,166.0
4778,2014,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37.0,175.0
4779,2014,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7,26.0,246.0
4780,2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31.0,209.0
4781,2014,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4,30.0,216.0
4782,2014,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6.0,6.3,45.0,145.0
4783,2014,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41.0,159.0
4784,2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38.0,172.0
4785,2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,7.7,37.0,177.0
4786,2014,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27.0,244.0
4787,2014,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25.0,265.0
4788,2014,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,9.7,12.0,24.0,276.0
4789,2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21.0,308.0
4790,2014,HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37.0,177.0
4791,2014,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37.0,177.0
4792,2014,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,A6,X,9.8,7.2,8.6,33.0,198.0
4793,2014,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33.0,196.0
4794,2014,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,A8,Z,15.7,10.2,13.2,21.0,304.0
4795,2014,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13.0,8.7,11.1,25.0,255.0
4796,2014,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13.0,9.1,11.2,25.0,258.0
4797,2014,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6,24.0,267.0
4798,2014,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3,27.0,237.0
4799,2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.0,4,A6,X,12.9,9.7,11.5,25.0,264.0
4800,2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25.0,255.0
4801,2014,HYUNDAI,SONATA,FULL-SIZE,2.0,4,A6,X,11.4,7.5,9.6,29.0,221.0
4802,2014,HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7.0,8.5,33.0,196.0
4803,2014,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46.0,143.0
4804,2014,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45.0,145.0
4805,2014,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,10.2,8.2,9.3,30.0,214.0
4806,2014,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,11.4,8.6,10.1,28.0,232.0
4807,2014,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,10.0,28.0,230.0
4808,2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4,A6,X,11.4,9.3,10.5,27.0,242.0
4809,2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27.0,244.0
4810,2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37.0,177.0
4811,2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8.0,35.0,184.0
4812,2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32.0,202.0
4813,2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33.0,196.0
4814,2014,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.0,8.0,10.2,28.0,235.0
4815,2014,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26.0,248.0
4816,2014,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38.0,172.0
4817,2014,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34.0,189.0
4818,2014,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25.0,265.0
4819,2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24.0,269.0
4820,2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23.0,283.0
4821,2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25.0,255.0
4822,2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24.0,267.0
4823,2014,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26.0,253.0
4824,2014,INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23.0,283.0
4825,2014,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24.0,267.0
4826,2014,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.8,22.0,294.0
4827,2014,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37.0,175.0
4828,2014,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24.0,271.0
4829,2014,INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9.0,10.6,27.0,244.0
4830,2014,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11.0,26.0,253.0
4831,2014,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33.0,196.0
4832,2014,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22.0,294.0
4833,2014,INFINITI,QX70 AWD,SUV - SMALL,5.0,8,AS7,Z,16.6,11.9,14.5,19.0,334.0
4834,2014,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15.0,19.0,345.0
4835,2014,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,11.8,8.4,10.3,27.0,237.0
4836,2014,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27.0,244.0
4837,2014,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22.0,294.0
4838,2014,JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,12.3,8.2,10.5,27.0,242.0
4839,2014,JAGUAR,XF 3.0L AWD,MID-SIZE,3.0,6,AS8,Z,14.7,9.1,12.2,23.0,281.0
4840,2014,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21.0,306.0
4841,2014,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16.0,290.0
4842,2014,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21.0,306.0
4843,2014,JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23.0,285.0
4844,2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0
4845,2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16.0,280.0
4846,2014,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.4,23.0,285.0
4847,2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0
4848,2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16.0,280.0
4849,2014,JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0
4850,2014,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,306.0
4851,2014,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.1,10.6,13.1,22.0,301.0
4852,2014,JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22.0,290.0
4853,2014,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21.0,315.0
4854,2014,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21.0,310.0
4855,2014,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21.0,315.0
4856,2014,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21.0,310.0
4857,2014,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30.0,218.0
4858,2014,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27.0,242.0
4859,2014,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28.0,230.0
4860,2014,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26.0,248.0
4861,2014,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28.0,232.0
4862,2014,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11.0,26.0,253.0
4863,2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26.0,251.0
4864,2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24.0,267.0
4865,2014,JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29.0,228.0
4866,2014,JEEP,COMPASS,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29.0,225.0
4867,2014,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31.0,209.0
4868,2014,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29.0,225.0
4869,2014,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30.0,216.0
4870,2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28.0,235.0
4871,2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30.0,216.0
4872,2014,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25.0,255.0
4873,2014,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19.0,340.0
4874,2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29.0,267.0
4875,2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23.0,278.0
4876,2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18.0,250.0
4877,2014,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18.0,363.0
4878,2014,JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.7,8.8,9.9,29.0,228.0
4879,2014,JEEP,PATRIOT,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29.0,225.0
4880,2014,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31.0,209.0
4881,2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29.0,225.0
4882,2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30.0,216.0
4883,2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28.0,235.0
4884,2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30.0,216.0
4885,2014,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25.0,255.0
4886,2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22.0,294.0
4887,2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22.0,294.0
4888,2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21.0,308.0
4889,2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21.0,308.0
4890,2014,KIA,CADENZA,FULL-SIZE,3.3,6,A6,X,12.7,8.8,10.9,26.0,251.0
4891,2014,KIA,FORTE,MID-SIZE,1.8,4,A6,X,9.6,6.6,8.3,34.0,191.0
4892,2014,KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.4,8.0,35.0,184.0
4893,2014,KIA,FORTE,MID-SIZE,2.0,4,A6,X,9.8,6.6,8.4,34.0,193.0
4894,2014,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.7,6.8,8.4,34.0,193.0
4895,2014,KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,8.0,9.7,29.0,223.0
4896,2014,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29.0,225.0
4897,2014,KIA,FORTE 5,FULL-SIZE,2.0,4,A6,X,9.7,6.8,8.4,34.0,193.0
4898,2014,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.0,8.5,33.0,196.0
4899,2014,KIA,FORTE KOUP,COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30.0,216.0
4900,2014,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29.0,221.0
4901,2014,KIA,FORTE KOUP,COMPACT,2.0,4,A6,X,9.6,7.0,8.4,34.0,193.0
4902,2014,KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,9.8,7.2,8.6,33.0,198.0
4903,2014,KIA,OPTIMA,MID-SIZE,2.0,4,A6,X,11.7,7.6,9.9,29.0,228.0
4904,2014,KIA,OPTIMA,MID-SIZE,2.4,4,A6,X,10.2,6.8,8.7,32.0,200.0
4905,2014,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46.0,143.0
4906,2014,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS6,X,6.7,6.0,6.4,44.0,147.0
4907,2014,KIA,RIO,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37.0,175.0
4908,2014,KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37.0,177.0
4909,2014,KIA,RIO ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37.0,175.0
4910,2014,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,A6,X,10.5,7.5,9.2,31.0,212.0
4911,2014,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,X,10.8,7.4,9.3,30.0,214.0
4912,2014,KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12.0,24.0,276.0
4913,2014,KIA,SORENTO,SUV - SMALL,2.4,4,A6,X,11.8,8.5,10.3,27.0,237.0
4914,2014,KIA,SORENTO,SUV - SMALL,3.3,6,A6,X,12.9,9.5,11.4,25.0,262.0
4915,2014,KIA,SORENTO 4WD,SUV - SMALL,2.4,4,A6,X,12.3,9.3,11.0,26.0,253.0
4916,2014,KIA,SORENTO 4WD,SUV - SMALL,3.3,6,A6,X,13.4,9.9,11.8,24.0,271.0
4917,2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,9.8,7.9,8.9,32.0,205.0
4918,2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31.0,207.0
4919,2014,KIA,SOUL,STATION WAGON - SMALL,2.0,4,A6,X,10.1,7.8,9.1,31.0,209.0
4920,2014,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,A6,X,9.7,7.8,8.8,32.0,202.0
4921,2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,A6,X,11.4,8.3,10.0,28.0,230.0
4922,2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,9.3,11.3,25.0,260.0
4923,2014,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,A6,X,12.7,9.7,11.4,25.0,262.0
4924,2014,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,A6,X,12.0,9.1,10.7,26.0,246.0
4925,2014,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,A7,Z,22.8,12.9,18.3,15.0,421.0
4926,2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,Z,18.0,12.8,15.7,18.0,361.0
4927,2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16.0,400.0
4928,2014,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,13.5,9.9,11.9,24.0,274.0
4929,2014,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,16.3,12.4,14.5,19.0,334.0
4930,2014,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.8,29.0,225.0
4931,2014,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.8,29.0,225.0
4932,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18.0,354.0
4933,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19.0,347.0
4934,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13.0,342.0
4935,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23.0,285.0
4936,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23.0,285.0
4937,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.9,17.4,16.0,278.0
4938,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,17.3,12.2,15.0,19.0,345.0
4939,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,16.6,12.3,14.7,19.0,338.0
4940,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,24.0,16.6,20.7,14.0,331.0
4941,2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23.0,283.0
4942,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23.0,283.0
4943,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.8,17.3,16.0,277.0
4944,2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18.0,354.0
4945,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19.0,347.0
4946,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,25.0,16.9,21.4,13.0,342.0
4947,2014,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50.0,129.0
4948,2014,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.2,6.0,47.0,138.0
4949,2014,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29.0,221.0
4950,2014,LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27.0,239.0
4951,2014,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.5,9.1,11.0,26.0,253.0
4952,2014,LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37.0,175.0
